Cidade,Faixa_Etaria,Genero,KPI_Volume_Demanda,KPI_Taxa_Conversao,KPI_Score_Propensao
RIO DAS PEDRAS,51-60 ANOS,FEMININO,74.0,0.0694,0.0606
RIO DAS PEDRAS,51-60 ANOS,MASCULINO,91.0,0.0955,0.0877
RIO DAS PEDRAS,61-70 ANOS,FEMININO,15.0,0.0265,0.0243
RIO DAS PEDRAS,61-70 ANOS,MASCULINO,31.0,0.0442,0.043
RIO DAS PEDRAS,71-80 ANOS,FEMININO,2.0,0.0097,0.0128
RIO DAS PEDRAS,71-80 ANOS,MASCULINO,6.0,0.0146,0.0143
RIO DAS PEDRAS,81-90 ANOS,FEMININO,0.0,0.0,0.003
RIO DAS PEDRAS,81-90 ANOS,MASCULINO,0.0,0.0,0.0015
RIO DAS PEDRAS,91-100 ANOS,FEMININO,1.0,0.1667,0.1083
RIO DAS PEDRAS,91-100 ANOS,MASCULINO,0.0,0.0,0.0285
RIO GRANDE DA SERRA,101-120 ANOS,FEMININO,0.0,0.0,0.0
RIO GRANDE DA SERRA,18-21 ANOS,FEMININO,131.0,0.9225,0.9404
RIO GRANDE DA SERRA,18-21 ANOS,MASCULINO,328.0,0.9704,0.945
RIO GRANDE DA SERRA,22-25 ANOS,FEMININO,297.0,0.8296,0.7818
RIO GRANDE DA SERRA,22-25 ANOS,MASCULINO,505.0,0.8158,0.7812
RIO GRANDE DA SERRA,26-30 ANOS,FEMININO,308.0,0.459,0.4461
RIO GRANDE DA SERRA,26-30 ANOS,MASCULINO,566.0,0.528,0.4844
RIO GRANDE DA SERRA,31-40 ANOS,FEMININO,346.0,0.2112,0.1791
RIO GRANDE DA SERRA,31-40 ANOS,MASCULINO,820.0,0.3485,0.2789
RIO GRANDE DA SERRA,41-50 ANOS,FEMININO,174.0,0.1044,0.0939
RIO GRANDE DA SERRA,41-50 ANOS,MASCULINO,521.0,0.2311,0.1798
RIO GRANDE DA SERRA,51-60 ANOS,FEMININO,70.0,0.0699,0.0663
RIO GRANDE DA SERRA,51-60 ANOS,MASCULINO,168.0,0.1173,0.1038
RIO GRANDE DA SERRA,61-70 ANOS,FEMININO,14.0,0.035,0.028
RIO GRANDE DA SERRA,61-70 ANOS,MASCULINO,62.0,0.0706,0.0565
RIO GRANDE DA SERRA,71-80 ANOS,FEMININO,6.0,0.0588,0.0392
RIO GRANDE DA SERRA,71-80 ANOS,MASCULINO,11.0,0.0249,0.0194
RIO GRANDE DA SERRA,81-90 ANOS,FEMININO,1.0,0.0667,0.0413
RIO GRANDE DA SERRA,81-90 ANOS,MASCULINO,0.0,0.0,0.0051
RIO GRANDE DA SERRA,91-100 ANOS,MASCULINO,0.0,0.0,0.01
RIOLANDIA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
RIOLANDIA,18-21 ANOS,FEMININO,29.0,0.9062,0.8688
RIOLANDIA,18-21 ANOS,MASCULINO,37.0,0.6852,0.7765
RIOLANDIA,22-25 ANOS,FEMININO,40.0,0.6154,0.6715
RIOLANDIA,22-25 ANOS,MASCULINO,72.0,0.6261,0.6632
RIOLANDIA,26-30 ANOS,FEMININO,31.0,0.2331,0.3087
RIOLANDIA,26-30 ANOS,MASCULINO,33.0,0.223,0.2962
RIOLANDIA,31-40 ANOS,FEMININO,43.0,0.1473,0.1663
RIOLANDIA,31-40 ANOS,MASCULINO,45.0,0.1965,0.2216
RIOLANDIA,41-50 ANOS,FEMININO,10.0,0.0403,0.0622
RIOLANDIA,41-50 ANOS,MASCULINO,9.0,0.0486,0.1006
RIOLANDIA,51-60 ANOS,FEMININO,5.0,0.0329,0.0481
RIOLANDIA,51-60 ANOS,MASCULINO,3.0,0.0203,0.0446
RIOLANDIA,61-70 ANOS,FEMININO,0.0,0.0,0.0118
RIOLANDIA,61-70 ANOS,MASCULINO,2.0,0.0177,0.0364
RIOLANDIA,71-80 ANOS,FEMININO,0.0,0.0,0.0207
RIOLANDIA,71-80 ANOS,MASCULINO,0.0,0.0,0.0129
RIOLANDIA,81-90 ANOS,FEMININO,0.0,0.0,0.0127
RIOLANDIA,81-90 ANOS,MASCULINO,0.0,0.0,0.0028
RIOLANDIA,91-100 ANOS,FEMININO,0.0,0.0,0.0033
RIOLANDIA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
RIVERSUL,101-120 ANOS,MASCULINO,0.0,0.0,0.0
RIVERSUL,18-21 ANOS,FEMININO,28.0,0.9655,0.9333
RIVERSUL,18-21 ANOS,MASCULINO,51.0,0.9808,0.9182
RIVERSUL,22-25 ANOS,FEMININO,35.0,0.7292,0.6968
RIVERSUL,22-25 ANOS,MASCULINO,33.0,0.6226,0.6355
RIVERSUL,26-30 ANOS,FEMININO,36.0,0.45,0.3812
RIVERSUL,26-30 ANOS,MASCULINO,34.0,0.3269,0.3147
RIVERSUL,31-40 ANOS,FEMININO,26.0,0.2063,0.1729
RIVERSUL,31-40 ANOS,MASCULINO,28.0,0.1795,0.1832
RIVERSUL,41-50 ANOS,FEMININO,13.0,0.097,0.0719
RIVERSUL,41-50 ANOS,MASCULINO,17.0,0.1197,0.0982
RIVERSUL,51-60 ANOS,FEMININO,5.0,0.061,0.0537
RIVERSUL,51-60 ANOS,MASCULINO,8.0,0.0684,0.0582
RIVERSUL,61-70 ANOS,FEMININO,2.0,0.04,0.0305
RIVERSUL,61-70 ANOS,MASCULINO,6.0,0.0682,0.0473
RIVERSUL,71-80 ANOS,FEMININO,1.0,0.0714,0.0433
RIVERSUL,71-80 ANOS,MASCULINO,5.0,0.082,0.052
RIVERSUL,81-90 ANOS,FEMININO,0.0,0.0,0.0014
RIVERSUL,81-90 ANOS,MASCULINO,1.0,0.0345,0.0221
RIVERSUL,91-100 ANOS,FEMININO,0.0,0.0,0.0
RIVERSUL,91-100 ANOS,MASCULINO,0.0,0.0,0.0003
ROSANA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ROSANA,18-21 ANOS,FEMININO,87.0,0.9457,0.9345
ROSANA,18-21 ANOS,MASCULINO,157.0,0.887,0.9002
ROSANA,22-25 ANOS,FEMININO,70.0,0.473,0.4963
ROSANA,22-25 ANOS,MASCULINO,73.0,0.3596,0.4372
ROSANA,26-30 ANOS,FEMININO,82.0,0.2384,0.2515
ROSANA,26-30 ANOS,MASCULINO,35.0,0.1012,0.1608
ROSANA,31-40 ANOS,FEMININO,50.0,0.0674,0.1047
ROSANA,31-40 ANOS,MASCULINO,39.0,0.0571,0.1091
ROSANA,41-50 ANOS,FEMININO,21.0,0.0266,0.0465
ROSANA,41-50 ANOS,MASCULINO,18.0,0.0314,0.0586
ROSANA,51-60 ANOS,FEMININO,20.0,0.0303,0.0411
ROSANA,51-60 ANOS,MASCULINO,12.0,0.0236,0.0358
ROSANA,61-70 ANOS,FEMININO,5.0,0.0124,0.0239
ROSANA,61-70 ANOS,MASCULINO,6.0,0.0131,0.0253
ROSANA,71-80 ANOS,FEMININO,0.0,0.0,0.0141
ROSANA,71-80 ANOS,MASCULINO,0.0,0.0,0.0196
ROSANA,81-90 ANOS,FEMININO,0.0,0.0,0.0
ROSANA,81-90 ANOS,MASCULINO,0.0,0.0,0.0059
ROSANA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
ROSEIRA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
ROSEIRA,18-21 ANOS,FEMININO,47.0,0.8868,0.8896
ROSEIRA,18-21 ANOS,MASCULINO,77.0,0.9059,0.8739
ROSEIRA,22-25 ANOS,FEMININO,59.0,0.5268,0.5314
ROSEIRA,22-25 ANOS,MASCULINO,92.0,0.6667,0.5596
ROSEIRA,26-30 ANOS,FEMININO,63.0,0.3298,0.3034
ROSEIRA,26-30 ANOS,MASCULINO,70.0,0.3182,0.2579
ROSEIRA,31-40 ANOS,FEMININO,68.0,0.1581,0.1273
ROSEIRA,31-40 ANOS,MASCULINO,108.0,0.2667,0.1937
ROSEIRA,41-50 ANOS,FEMININO,32.0,0.0808,0.0646
ROSEIRA,41-50 ANOS,MASCULINO,48.0,0.125,0.0883
ROSEIRA,51-60 ANOS,FEMININO,14.0,0.0667,0.0527
ROSEIRA,51-60 ANOS,MASCULINO,15.0,0.06,0.0496
ROSEIRA,61-70 ANOS,FEMININO,5.0,0.042,0.0309
ROSEIRA,61-70 ANOS,MASCULINO,6.0,0.0269,0.0249
ROSEIRA,71-80 ANOS,FEMININO,1.0,0.025,0.0176
ROSEIRA,71-80 ANOS,MASCULINO,2.0,0.016,0.0201
ROSEIRA,81-90 ANOS,FEMININO,0.0,0.0,0.0
ROSEIRA,81-90 ANOS,MASCULINO,0.0,0.0,0.001
ROSEIRA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
RUBIACEA,101-120 ANOS,FEMININO,0.0,0.0,0.0
RUBIACEA,18-21 ANOS,FEMININO,1.0,0.0588,0.2722
RUBIACEA,18-21 ANOS,MASCULINO,7.0,0.28,0.3366
RUBIACEA,22-25 ANOS,FEMININO,3.0,0.0882,0.213
RUBIACEA,22-25 ANOS,MASCULINO,5.0,0.1351,0.193
RUBIACEA,26-30 ANOS,FEMININO,0.0,0.0,0.0464
RUBIACEA,26-30 ANOS,MASCULINO,1.0,0.0278,0.0587
RUBIACEA,31-40 ANOS,FEMININO,6.0,0.0531,0.0785
RUBIACEA,31-40 ANOS,MASCULINO,4.0,0.0702,0.1263
RUBIACEA,41-50 ANOS,FEMININO,2.0,0.0215,0.034
RUBIACEA,41-50 ANOS,MASCULINO,2.0,0.0339,0.0549
RUBIACEA,51-60 ANOS,FEMININO,1.0,0.0156,0.0242
RUBIACEA,51-60 ANOS,MASCULINO,1.0,0.0227,0.0314
RUBIACEA,61-70 ANOS,FEMININO,0.0,0.0,0.0072
RUBIACEA,61-70 ANOS,MASCULINO,1.0,0.0208,0.0217
RUBIACEA,71-80 ANOS,FEMININO,0.0,0.0,0.0059
RUBIACEA,71-80 ANOS,MASCULINO,2.0,0.069,0.0459
RUBIACEA,81-90 ANOS,FEMININO,0.0,0.0,0.0
RUBIACEA,81-90 ANOS,MASCULINO,0.0,0.0,0.0
RUBIACEA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
RUBINEIA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
RUBINEIA,18-21 ANOS,FEMININO,33.0,0.8684,0.7572
RUBINEIA,18-21 ANOS,MASCULINO,32.0,0.8205,0.7415
RUBINEIA,22-25 ANOS,FEMININO,27.0,0.5294,0.4365
RUBINEIA,22-25 ANOS,MASCULINO,28.0,0.4242,0.3877
RUBINEIA,26-30 ANOS,FEMININO,7.0,0.1186,0.087
RUBINEIA,26-30 ANOS,MASCULINO,12.0,0.16,0.1251
RUBINEIA,31-40 ANOS,FEMININO,14.0,0.0838,0.0735
RUBINEIA,31-40 ANOS,MASCULINO,15.0,0.12,0.1111
RUBINEIA,41-50 ANOS,FEMININO,4.0,0.0217,0.0281
RUBINEIA,41-50 ANOS,MASCULINO,8.0,0.0593,0.0546
RUBINEIA,51-60 ANOS,FEMININO,2.0,0.0134,0.0148
RUBINEIA,51-60 ANOS,MASCULINO,7.0,0.0461,0.0385
RUBINEIA,61-70 ANOS,FEMININO,1.0,0.0078,0.0071
RUBINEIA,61-70 ANOS,MASCULINO,4.0,0.0231,0.0217
RUBINEIA,71-80 ANOS,FEMININO,0.0,0.0,0.0008
RUBINEIA,71-80 ANOS,MASCULINO,0.0,0.0,0.0186
RUBINEIA,81-90 ANOS,FEMININO,0.0,0.0,0.0
RUBINEIA,81-90 ANOS,MASCULINO,0.0,0.0,0.0
RUBINEIA,91-100 ANOS,FEMININO,0.0,0.0,0.0
RUBINEIA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SABINO,18-21 ANOS,FEMININO,18.0,0.8182,0.7611
SABINO,18-21 ANOS,MASCULINO,45.0,0.7258,0.7143
SABINO,22-25 ANOS,FEMININO,16.0,0.3721,0.3892
SABINO,22-25 ANOS,MASCULINO,21.0,0.3889,0.3697
SABINO,26-30 ANOS,FEMININO,5.0,0.0575,0.0706
SABINO,26-30 ANOS,MASCULINO,13.0,0.13,0.1187
SABINO,31-40 ANOS,FEMININO,11.0,0.0547,0.0601
SABINO,31-40 ANOS,MASCULINO,11.0,0.0809,0.0837
SABINO,41-50 ANOS,FEMININO,14.0,0.0733,0.0568
SABINO,41-50 ANOS,MASCULINO,9.0,0.0549,0.0504
SABINO,51-60 ANOS,FEMININO,3.0,0.0222,0.0188
SABINO,51-60 ANOS,MASCULINO,2.0,0.0165,0.0294
SABINO,61-70 ANOS,FEMININO,1.0,0.009,0.0109
SABINO,61-70 ANOS,MASCULINO,1.0,0.0063,0.0136
SABINO,71-80 ANOS,FEMININO,0.0,0.0,0.0
SABINO,71-80 ANOS,MASCULINO,1.0,0.007,0.007
SABINO,81-90 ANOS,FEMININO,0.0,0.0,0.0
SABINO,81-90 ANOS,MASCULINO,0.0,0.0,0.0
SABINO,91-100 ANOS,FEMININO,0.0,0.0,0.0
SABINO,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SAGRES,101-120 ANOS,MASCULINO,0.0,0.0,0.0
SAGRES,18-21 ANOS,FEMININO,0.0,0.0,0.1886
SAGRES,18-21 ANOS,MASCULINO,0.0,0.0,0.2154
SAGRES,22-25 ANOS,FEMININO,1.0,0.0333,0.1171
SAGRES,22-25 ANOS,MASCULINO,0.0,0.0,0.1048
SAGRES,26-30 ANOS,FEMININO,0.0,0.0,0.0236
SAGRES,26-30 ANOS,MASCULINO,1.0,0.0185,0.0516
SAGRES,31-40 ANOS,FEMININO,3.0,0.028,0.0429
SAGRES,31-40 ANOS,MASCULINO,3.0,0.0357,0.0552
SAGRES,41-50 ANOS,FEMININO,2.0,0.026,0.0406
SAGRES,41-50 ANOS,MASCULINO,0.0,0.0,0.0225
SAGRES,51-60 ANOS,FEMININO,0.0,0.0,0.0089
SAGRES,51-60 ANOS,MASCULINO,3.0,0.0577,0.0448
SAGRES,61-70 ANOS,FEMININO,1.0,0.0385,0.0283
SAGRES,61-70 ANOS,MASCULINO,3.0,0.0476,0.0358
SAGRES,71-80 ANOS,FEMININO,0.0,0.0,0.0
SAGRES,71-80 ANOS,MASCULINO,0.0,0.0,0.0017
SAGRES,81-90 ANOS,FEMININO,0.0,0.0,0.0
SAGRES,81-90 ANOS,MASCULINO,0.0,0.0,0.0
SAGRES,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SALES,101-120 ANOS,MASCULINO,0.0,0.0,0.0
SALES,18-21 ANOS,FEMININO,40.0,0.8511,0.7122
SALES,18-21 ANOS,MASCULINO,59.0,0.8194,0.7051
SALES,22-25 ANOS,FEMININO,45.0,0.5769,0.4532
SALES,22-25 ANOS,MASCULINO,54.0,0.6,0.4406
SALES,26-30 ANOS,FEMININO,17.0,0.2099,0.1521
SALES,26-30 ANOS,MASCULINO,24.0,0.2162,0.1654
SALES,31-40 ANOS,FEMININO,18.0,0.0938,0.0614
SALES,31-40 ANOS,MASCULINO,17.0,0.0854,0.07
SALES,41-50 ANOS,FEMININO,15.0,0.0698,0.0541
SALES,41-50 ANOS,MASCULINO,5.0,0.0355,0.0289
SALES,51-60 ANOS,FEMININO,3.0,0.0197,0.0145
SALES,51-60 ANOS,MASCULINO,7.0,0.0511,0.0479
SALES,61-70 ANOS,FEMININO,3.0,0.027,0.0277
SALES,61-70 ANOS,MASCULINO,5.0,0.0262,0.0287
SALES,71-80 ANOS,FEMININO,0.0,0.0,0.0
SALES,71-80 ANOS,MASCULINO,0.0,0.0,0.001
SALES,81-90 ANOS,FEMININO,0.0,0.0,0.0
SALES,81-90 ANOS,MASCULINO,0.0,0.0,0.0
SALES,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SALES OLIVEIRA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
SALES OLIVEIRA,18-21 ANOS,FEMININO,0.0,0.0,0.2035
SALES OLIVEIRA,18-21 ANOS,MASCULINO,0.0,0.0,0.207
SALES OLIVEIRA,22-25 ANOS,FEMININO,2.0,0.0128,0.1113
SALES OLIVEIRA,22-25 ANOS,MASCULINO,5.0,0.0281,0.1189
SALES OLIVEIRA,26-30 ANOS,FEMININO,3.0,0.0108,0.0494
SALES OLIVEIRA,26-30 ANOS,MASCULINO,3.0,0.0103,0.0674
SALES OLIVEIRA,31-40 ANOS,FEMININO,1.0,0.0015,0.04
SALES OLIVEIRA,31-40 ANOS,MASCULINO,10.0,0.019,0.0415
SALES OLIVEIRA,41-50 ANOS,FEMININO,4.0,0.0062,0.0281
SALES OLIVEIRA,41-50 ANOS,MASCULINO,7.0,0.0195,0.0304
SALES OLIVEIRA,51-60 ANOS,FEMININO,0.0,0.0,0.0113
SALES OLIVEIRA,51-60 ANOS,MASCULINO,3.0,0.0122,0.0278
SALES OLIVEIRA,61-70 ANOS,FEMININO,0.0,0.0,0.0125
SALES OLIVEIRA,61-70 ANOS,MASCULINO,2.0,0.0078,0.0181
SALES OLIVEIRA,71-80 ANOS,FEMININO,0.0,0.0,0.0
SALES OLIVEIRA,71-80 ANOS,MASCULINO,1.0,0.0052,0.0053
SALES OLIVEIRA,81-90 ANOS,FEMININO,0.0,0.0,0.0
SALES OLIVEIRA,81-90 ANOS,MASCULINO,0.0,0.0,0.0
SALES OLIVEIRA,91-100 ANOS,FEMININO,0.0,0.0,0.0
SALES OLIVEIRA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SALESOPOLIS,101-120 ANOS,MASCULINO,0.0,0.0,0.0
SALESOPOLIS,18-21 ANOS,FEMININO,65.0,0.6566,0.5609
SALESOPOLIS,18-21 ANOS,MASCULINO,115.0,0.7188,0.5722
SALESOPOLIS,22-25 ANOS,FEMININO,97.0,0.5079,0.4227
SALESOPOLIS,22-25 ANOS,MASCULINO,162.0,0.5645,0.4362
SALESOPOLIS,26-30 ANOS,FEMININO,102.0,0.3091,0.2551
SALESOPOLIS,26-30 ANOS,MASCULINO,118.0,0.3089,0.2567
SALESOPOLIS,31-40 ANOS,FEMININO,120.0,0.1678,0.1107
SALESOPOLIS,31-40 ANOS,MASCULINO,109.0,0.1747,0.1312
SALESOPOLIS,41-50 ANOS,FEMININO,68.0,0.1083,0.0667
SALESOPOLIS,41-50 ANOS,MASCULINO,67.0,0.1264,0.0903
SALESOPOLIS,51-60 ANOS,FEMININO,35.0,0.0824,0.0591
SALESOPOLIS,51-60 ANOS,MASCULINO,27.0,0.0663,0.0542
SALESOPOLIS,61-70 ANOS,FEMININO,9.0,0.0398,0.0266
SALESOPOLIS,61-70 ANOS,MASCULINO,6.0,0.0164,0.0215
SALESOPOLIS,71-80 ANOS,FEMININO,0.0,0.0,0.0
SALESOPOLIS,71-80 ANOS,MASCULINO,6.0,0.0264,0.0178
SALESOPOLIS,81-90 ANOS,FEMININO,0.0,0.0,0.0
SALESOPOLIS,81-90 ANOS,MASCULINO,0.0,0.0,0.0
SALESOPOLIS,91-100 ANOS,FEMININO,0.0,0.0,0.0
SALESOPOLIS,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SALMOURAO,18-21 ANOS,FEMININO,1.0,0.0312,0.1221
SALMOURAO,18-21 ANOS,MASCULINO,2.0,0.0328,0.1434
SALMOURAO,22-25 ANOS,FEMININO,2.0,0.0408,0.138
SALMOURAO,22-25 ANOS,MASCULINO,1.0,0.013,0.1186
SALMOURAO,26-30 ANOS,FEMININO,0.0,0.0,0.0689
SALMOURAO,26-30 ANOS,MASCULINO,2.0,0.0244,0.0926
SALMOURAO,31-40 ANOS,FEMININO,3.0,0.0176,0.0409
SALMOURAO,31-40 ANOS,MASCULINO,11.0,0.0821,0.1086
SALMOURAO,41-50 ANOS,FEMININO,1.0,0.0085,0.03
SALMOURAO,41-50 ANOS,MASCULINO,3.0,0.0286,0.0533
SALMOURAO,51-60 ANOS,FEMININO,3.0,0.039,0.0447
SALMOURAO,51-60 ANOS,MASCULINO,4.0,0.043,0.0518
SALMOURAO,61-70 ANOS,FEMININO,0.0,0.0,0.0097
SALMOURAO,61-70 ANOS,MASCULINO,4.0,0.046,0.0348
SALMOURAO,71-80 ANOS,FEMININO,0.0,0.0,0.0
SALMOURAO,71-80 ANOS,MASCULINO,0.0,0.0,0.0076
SALMOURAO,81-90 ANOS,FEMININO,0.0,0.0,0.0
SALMOURAO,81-90 ANOS,MASCULINO,0.0,0.0,0.0
SALMOURAO,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SALTINHO,101-120 ANOS,MASCULINO,0.0,0.0,0.0
SALTINHO,18-21 ANOS,FEMININO,43.0,0.5375,0.4558
SALTINHO,18-21 ANOS,MASCULINO,62.0,0.4921,0.4488
SALTINHO,22-25 ANOS,FEMININO,19.0,0.1397,0.1474
SALTINHO,22-25 ANOS,MASCULINO,30.0,0.1887,0.1731
SALTINHO,26-30 ANOS,FEMININO,14.0,0.0697,0.0946
SALTINHO,26-30 ANOS,MASCULINO,34.0,0.1659,0.1443
SALTINHO,31-40 ANOS,FEMININO,16.0,0.0314,0.0451
SALTINHO,31-40 ANOS,MASCULINO,43.0,0.107,0.1215
SALTINHO,41-50 ANOS,FEMININO,12.0,0.0238,0.0279
SALTINHO,41-50 ANOS,MASCULINO,21.0,0.0631,0.0655
SALTINHO,51-60 ANOS,FEMININO,7.0,0.0196,0.0297
SALTINHO,51-60 ANOS,MASCULINO,16.0,0.0762,0.0685
SALTINHO,61-70 ANOS,FEMININO,1.0,0.0051,0.0097
SALTINHO,61-70 ANOS,MASCULINO,4.0,0.0201,0.027
SALTINHO,71-80 ANOS,FEMININO,0.0,0.0,0.0012
SALTINHO,71-80 ANOS,MASCULINO,1.0,0.0056,0.0053
SALTINHO,81-90 ANOS,FEMININO,0.0,0.0,0.0
SALTINHO,81-90 ANOS,MASCULINO,0.0,0.0,0.0002
SALTINHO,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SALTO,101-120 ANOS,FEMININO,0.0,0.0,0.0
SALTO,101-120 ANOS,MASCULINO,0.0,0.0,0.0
SALTO,18-21 ANOS,FEMININO,1052.0,0.922,0.8748
SALTO,18-21 ANOS,MASCULINO,1417.0,0.9372,0.8849
SALTO,22-25 ANOS,FEMININO,1306.0,0.7033,0.5942
SALTO,22-25 ANOS,MASCULINO,1633.0,0.6844,0.6094
SALTO,26-30 ANOS,FEMININO,1060.0,0.3089,0.2972
SALTO,26-30 ANOS,MASCULINO,1513.0,0.4011,0.3448
SALTO,31-40 ANOS,FEMININO,1223.0,0.1607,0.1285
SALTO,31-40 ANOS,MASCULINO,2019.0,0.2506,0.2076
SALTO,41-50 ANOS,FEMININO,733.0,0.1038,0.0817
SALTO,41-50 ANOS,MASCULINO,1198.0,0.1745,0.1411
SALTO,51-60 ANOS,FEMININO,312.0,0.0694,0.0583
SALTO,51-60 ANOS,MASCULINO,469.0,0.0994,0.0934
SALTO,61-70 ANOS,FEMININO,85.0,0.0318,0.0286
SALTO,61-70 ANOS,MASCULINO,186.0,0.05,0.0406
SALTO,71-80 ANOS,FEMININO,9.0,0.0099,0.0075
SALTO,71-80 ANOS,MASCULINO,28.0,0.0138,0.0111
SALTO,81-90 ANOS,FEMININO,0.0,0.0,0.0
SALTO,81-90 ANOS,MASCULINO,1.0,0.0016,0.0016
SALTO,91-100 ANOS,FEMININO,0.0,0.0,0.0
SALTO,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SALTO DE PIRAPORA,101-120 ANOS,FEMININO,0.0,0.0,0.0
SALTO DE PIRAPORA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
SALTO DE PIRAPORA,18-21 ANOS,FEMININO,347.0,0.9666,0.9418
SALTO DE PIRAPORA,18-21 ANOS,MASCULINO,533.0,0.9518,0.9501
SALTO DE PIRAPORA,22-25 ANOS,FEMININO,473.0,0.7472,0.72
SALTO DE PIRAPORA,22-25 ANOS,MASCULINO,580.0,0.7047,0.6971
SALTO DE PIRAPORA,26-30 ANOS,FEMININO,388.0,0.3702,0.3432
SALTO DE PIRAPORA,26-30 ANOS,MASCULINO,407.0,0.3527,0.3533
SALTO DE PIRAPORA,31-40 ANOS,FEMININO,394.0,0.1781,0.1597
SALTO DE PIRAPORA,31-40 ANOS,MASCULINO,479.0,0.2139,0.2092
SALTO DE PIRAPORA,41-50 ANOS,FEMININO,190.0,0.0976,0.0907
SALTO DE PIRAPORA,41-50 ANOS,MASCULINO,226.0,0.1263,0.1295
SALTO DE PIRAPORA,51-60 ANOS,FEMININO,74.0,0.0646,0.0658
SALTO DE PIRAPORA,51-60 ANOS,MASCULINO,122.0,0.0991,0.094
SALTO DE PIRAPORA,61-70 ANOS,FEMININO,22.0,0.0341,0.0335
SALTO DE PIRAPORA,61-70 ANOS,MASCULINO,42.0,0.0404,0.0412
SALTO DE PIRAPORA,71-80 ANOS,FEMININO,3.0,0.0118,0.0114
SALTO DE PIRAPORA,71-80 ANOS,MASCULINO,9.0,0.0129,0.0138
SALTO DE PIRAPORA,81-90 ANOS,FEMININO,0.0,0.0,0.0
SALTO DE PIRAPORA,81-90 ANOS,MASCULINO,0.0,0.0,0.0022
SALTO DE PIRAPORA,91-100 ANOS,FEMININO,0.0,0.0,0.0
SALTO DE PIRAPORA,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SALTO GRANDE,18-21 ANOS,FEMININO,50.0,0.8197,0.843
SALTO GRANDE,18-21 ANOS,MASCULINO,82.0,0.8817,0.8749
SALTO GRANDE,22-25 ANOS,FEMININO,43.0,0.5658,0.5833
SALTO GRANDE,22-25 ANOS,MASCULINO,57.0,0.4524,0.4936
SALTO GRANDE,26-30 ANOS,FEMININO,29.0,0.1824,0.2142
SALTO GRANDE,26-30 ANOS,MASCULINO,37.0,0.1968,0.2203
SALTO GRANDE,31-40 ANOS,FEMININO,48.0,0.1337,0.1427
SALTO GRANDE,31-40 ANOS,MASCULINO,26.0,0.0783,0.1161
SALTO GRANDE,41-50 ANOS,FEMININO,18.0,0.0514,0.0662
SALTO GRANDE,41-50 ANOS,MASCULINO,26.0,0.0833,0.0939
SALTO GRANDE,51-60 ANOS,FEMININO,22.0,0.0965,0.0819
SALTO GRANDE,51-60 ANOS,MASCULINO,10.0,0.0408,0.0578
SALTO GRANDE,61-70 ANOS,FEMININO,5.0,0.0397,0.0388
SALTO GRANDE,61-70 ANOS,MASCULINO,5.0,0.0266,0.0289
SALTO GRANDE,71-80 ANOS,FEMININO,1.0,0.0154,0.0138
SALTO GRANDE,71-80 ANOS,MASCULINO,3.0,0.0199,0.0179
SALTO GRANDE,81-90 ANOS,FEMININO,0.0,0.0,0.0
SALTO GRANDE,81-90 ANOS,MASCULINO,1.0,0.0182,0.012
SALTO GRANDE,91-100 ANOS,FEMININO,0.0,0.0,0.0003
SALTO GRANDE,91-100 ANOS,MASCULINO,0.0,0.0,0.0
SANDOVALINA,101-120 ANOS,MASCULINO,0.0,0.0,0.0
SANDOVALINA,18-21 ANOS,FEMININO,9.0,0.9,0.8564
SANDOVALINA,18-21 ANOS,MASCULINO,18.0,0.8182,0.818
SANDOVALINA,22-25 ANOS,FEMININO,13.0,0.5909,0.5477
SANDOVALINA,22-25 ANOS,MASCULINO,27.0,0.4426,0.4418
SANDOVALINA,26-30 ANOS,FEMININO,12.0,0.2353,0.2059
SANDOVALINA,26-30 ANOS,MASCULINO,15.0,0.1852,0.1905
SANDOVALINA,31-40 ANOS,FEMININO,15.0,0.1351,0.1237
SANDOVALINA,31-40 ANOS,MASCULINO,11.0,0.1028,0.0988
SANDOVALINA,41-50 ANOS,FEMININO,6.0,0.0659,0.0608
SANDOVALINA,41-50 ANOS,MASCULINO,5.0,0.0568,0.0648
SANDOVALINA,51-60 ANOS,FEMININO,5.0,0.05,0.0576
SANDOVALINA,51-60 ANOS,MASCULINO,4.0,0.0421,0.0429
